,Ranking,Country,Regional indicator,Happiness score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,File
46,52,Belize,Latin America and Caribbean,"5,956","9,76528","0,58022",63.0,"0,84195","0,28893","0,2132",data/raw/world_happiness_2016.csv
47,59,Bolivia,Latin America and Caribbean,"5,822","9,72997","0,70803",63.0,"0,83751","0,2647","0,15332",data/raw/world_happiness_2016.csv
48,82,Philippines,Southeast Asia,"5,279","9,67256","0,74267",63.0,"0,90149","0,26441","0,23271",data/raw/world_happiness_2016.csv
49,79,Indonesia,Southeast Asia,"5,314","9,96273","0,74054",64.0,"0,64483","0,68953","0,00638",data/raw/world_happiness_2016.csv
50,84,Bhutan,South Asia,"5,196","9,88423","0,76768",64.0,"0,75719","0,59223","0,31987",data/raw/world_happiness_2016.csv
51,107,Nepal,South Asia,"4,793","9,34497","0,58904",64.0,"0,60826","0,46553","0,13872",data/raw/world_happiness_2016.csv
52,49,Uzbekistan,Commonwealth of Independent States,"5,987","9,92666","0,98719",64.0,1,"0,41876","0,56081",data/raw/world_happiness_2016.csv
53,40,Suriname,Latin America and Caribbean,"6,269","9,82217","0,65807",65.0,"0,85843","0,2033","0,25123",data/raw/world_happiness_2016.csv
54,112,Iraq,Middle East and North Africa,"4,575","9,95884","0,50035",65.0,"0,40849","0,23897","0,2699",data/raw/world_happiness_2016.csv
55,120,Egypt,Middle East and North Africa,"4,362","9,98272","0,42098",65.0,"0,30973","0,15501","0,20572",data/raw/world_happiness_2016.csv
56,67,Libya,Middle East and North Africa,"5,615","9,97807","0,80351",65.0,"0,66842","0,20845","0,20465",data/raw/world_happiness_2016.csv
57,55,Moldova,Western Europe,"5,897","9,96358","0,70257",65.0,"0,41419","0,24396","0,03767",data/raw/world_happiness_2016.csv
58,43,Trinidad and Tobago,Latin America and Caribbean,"6,168","9,89094","0,83303",65.0,"0,79629","0,38959","0,02456",data/raw/world_happiness_2016.csv
59,110,Bangladesh,South Asia,"4,643","9,70737","0,20916",66.0,"0,65372","0,2334","0,24907",data/raw/world_happiness_2016.csv
60,100,Tajikistan,Commonwealth of Independent States,"4,996","9,19796","0,63893",66.0,"0,71338","0,31716","0,26739",data/raw/world_happiness_2016.csv
61,77,Kosovo,Central and Eastern Europe,"5,401","9,58862","0,55831",66.0,"0,23659","0,34149","0,12959",data/raw/world_happiness_2016.csv
62,39,Guatemala,Latin America and Caribbean,"6,324","9,95073","0,73626",66.0,"0,82794","0,35145","0,17223",data/raw/world_happiness_2016.csv
63,81,Azerbaijan,Commonwealth of Independent States,"5,291","9,92557","0,64265",66.0,"0,58057","0,0688","0,35458",data/raw/world_happiness_2016.csv
64,85,Kyrgyzstan,Commonwealth of Independent States,"5,185","9,60064","0,80653",67.0,"0,66086","0,46884","0,09426",data/raw/world_happiness_2016.csv
65,101,Mongolia,East Asia,"4,907","9,90815","0,92104",67.0,"0,59117","0,42135","0,06502",data/raw/world_happiness_2016.csv
66,108,Palestinian Territories,Middle East and North Africa,"4,754","9,81712","0,60536",67.0,"0,29161","0,13607","0,21008",data/raw/world_happiness_2016.csv
67,54,Kazakhstan,Commonwealth of Independent States,"5,919","9,97172","0,80746",67.0,"0,66592","0,18313","0,22034",data/raw/world_happiness_2016.csv
68,89,Dominican Republic,Latin America and Caribbean,"5,155","9,97101","0,84086",67.0,"0,85883","0,25967","0,24488",data/raw/world_happiness_2016.csv
69,70,Paraguay,Latin America and Caribbean,"5,538","9,89537","0,93902",68.0,"0,75984","0,30859","0,14639",data/raw/world_happiness_2016.csv
70,104,Honduras,Latin America and Caribbean,"4,871","9,30923","0,63888",68.0,"0,4397","0,24936","0,1367",data/raw/world_happiness_2016.csv
71,123,Ukraine,Western Europe,"4,324","9,98844","0,85707",68.0,"0,21133","0,24841","0,03621",data/raw/world_happiness_2016.csv
72,56,Russia,Commonwealth of Independent States,"5,856","9,9101","0,88958",68.0,"0,5371","0,03338","0,07097",data/raw/world_happiness_2016.csv
73,34,Saudi Arabia,Middle East and North Africa,"6,379","9,85068","0,71691",68.0,"0,62293","0,18857","0,59396",data/raw/world_happiness_2016.csv
74,73,Jamaica,Latin America and Caribbean,"5,51","9,99455","0,81446",68.0,"0,71649","0,27138","0,08499",data/raw/world_happiness_2016.csv
75,90,Morocco,Middle East and North Africa,"5,151","9,90293","0,32618",68.0,"0,42148","0,04944","0,16635",data/raw/world_happiness_2016.csv
76,98,Tunisia,Middle East and North Africa,"5,045","9,86052","0,3648",68.0,"0,38707","0,04802","0,16171",data/raw/world_happiness_2016.csv
77,46,El Salvador,Latin America and Caribbean,"6,068","9,96561","0,68434",68.0,"0,61248","0,1083","0,21006",data/raw/world_happiness_2016.csv
78,31,Colombia,Latin America and Caribbean,"6,481","9,95212","0,86346",68.0,"0,73519","0,19063","0,10686",data/raw/world_happiness_2016.csv
79,80,Jordan,Middle East and North Africa,"5,303","9,72954","0,72863",69.0,"0,59201","0,17399","0,2632",data/raw/world_happiness_2016.csv
80,17,Brazil,Latin America and Caribbean,"6,952","9,98032","0,8784",69.0,"0,66437","0,19246","0,2804",data/raw/world_happiness_2016.csv
81,38,Algeria,Middle East and North Africa,"6,355","9,83726","0,70406",69.0,"0,34521","0,08593","0,31981",data/raw/world_happiness_2016.csv
82,44,Venezuela,Latin America and Caribbean,"6,084","9,89269","0,87303",69.0,"0,32618","0,05185","0,16437",data/raw/world_happiness_2016.csv
83,117,Sri Lanka,South Asia,"4,415","9,94924","0,71652",69.0,"0,83515","0,57311","0,15763",data/raw/world_happiness_2016.csv
84,47,Malaysia,Southeast Asia,"6,005","9,8289","0,74392",69.0,"0,64144","0,50595","0,17975",data/raw/world_happiness_2016.csv
85,156,Syria,Middle East and North Africa,"3,069","9,91917","0,12563",70.0,"0,1136","0,59041","0,34111",data/raw/world_happiness_2016.csv
86,64,Peru,Latin America and Caribbean,"5,743","9,99132","0,68671",70.0,"0,61631","0,17722","0,10475",data/raw/world_happiness_2016.csv
87,61,Belarus,Commonwealth of Independent States,"5,802","9,96713","0,88732",70.0,"0,47809","0,17008","0,34554",data/raw/world_happiness_2016.csv
88,88,Montenegro,Western Europe,"5,161","9,97972","0,62685",70.0,"0,24833","0,20972","0,2518",data/raw/world_happiness_2016.csv
89,41,Kuwait,Middle East and North Africa,"6,239","9,78917","0,74167",70.0,"0,70941","0,19477","0,4685",data/raw/world_happiness_2016.csv
90,68,Latvia,Western Europe,"5,56","9,88524","0,80308",70.0,"0,46009","0,21282","0,17596",data/raw/world_happiness_2016.csv
91,126,Georgia,Western Europe,"4,252","9,96148","0,16268",70.0,"0,53347","0,08278","0,63102",data/raw/world_happiness_2016.csv
92,121,Armenia,Commonwealth of Independent States,"4,36","9,83195","0,52801",70.0,"0,23069","0,09507","0,07157",data/raw/world_happiness_2016.csv
93,105,Iran,Middle East and North Africa,"4,813","9,94451","0,32839",70.0,"0,37049","0,47014","0,11024",data/raw/world_happiness_2016.csv
94,86,Serbia,Western Europe,"5,177","9,78779","0,68733",70.0,"0,25832","0,25297","0,08589",data/raw/world_happiness_2016.csv
95,60,Lithuania,Western Europe,"5,813","9,9342","0,8993",70.0,"0,31108","0,0247","0,03602",data/raw/world_happiness_2016.csv
96,78,Turkey,Middle East and North Africa,"5,389","9,9501","0,74132",70.0,"0,3926","0,05742","0,24441",data/raw/world_happiness_2016.csv
97,95,Macedonia,Western Europe,"5,121","9,94196","0,66119",70.0,"0,45471","0,28677","0,13949",data/raw/world_happiness_2016.csv
98,33,Thailand,Southeast Asia,"6,474","9,94463","0,88296",70.0,"0,81437","0,71606","0,05608",data/raw/world_happiness_2016.csv
99,48,Nicaragua,Latin America and Caribbean,"5,992","9,99201","0,75656",70.0,"0,76555","0,36322","0,32247",data/raw/world_happiness_2016.csv
100,42,Bahrain,Middle East and North Africa,"6,218","9,98695","0,79777",71.0,"0,77858","0,20918","0,51013",data/raw/world_happiness_2016.csv
101,96,Vietnam,Southeast Asia,"5,061","9,88867","0,66863",71.0,"0,91957","0,3059","0,22874",data/raw/world_happiness_2016.csv
102,66,Mauritius,Sub-Saharan Africa,"5,648","9,91893","0,63972",71.0,"0,75836","0,45078","0,10299",data/raw/world_happiness_2016.csv
103,71,Romania,Western Europe,"5,528","9,87727","0,61527",71.0,"0,60334","0,15724","0,01344",data/raw/world_happiness_2016.csv
104,91,Hungary,Western Europe,"5,145","9,95659","0,78735",71.0,"0,32491","0,12077","0,08852",data/raw/world_happiness_2016.csv
105,129,Bulgaria,Central and Eastern Europe,"4,217","9,97792","0,78209",71.0,"0,34872","0,15607","0,01218",data/raw/world_happiness_2016.csv
106,72,Estonia,Western Europe,"5,517","9,99915","0,88875",72.0,"0,68221","0,10275","0,36656",data/raw/world_happiness_2016.csv
107,51,Ecuador,Latin America and Caribbean,"5,976","9,99859","0,72659",72.0,"0,66181","0,12289","0,35702",data/raw/world_happiness_2016.csv
108,57,Poland,Western Europe,"5,835","9,97051","0,88472",72.0,"0,74267","0,1762","0,10886",data/raw/world_happiness_2016.csv
109,26,Argentina,Latin America and Caribbean,"6,65","9,92469","0,90101",72.0,"0,6949","0,13406","0,14442",data/raw/world_happiness_2016.csv
110,45,Slovakia,Western Europe,"6,078","9,81447","0,91499",72.0,"0,38441","0,16881","0,05834",data/raw/world_happiness_2016.csv
111,74,Croatia,Central and Eastern Europe,"5,488","9,69673","0,51391",73.0,"0,3929","0,22489","0,07922",data/raw/world_happiness_2016.csv
112,87,Bosnia and Herzegovina,Central and Eastern Europe,"5,163","9,77892","0,54398",73.0,"0,15631","0,36463",0,data/raw/world_happiness_2016.csv
113,25,Panama,Latin America and Caribbean,"6,701","9,96471","0,83593",73.0,"0,80409","0,29498","0,16672",data/raw/world_happiness_2016.csv
114,21,Mexico,Latin America and Caribbean,"6,778","9,97271","0,60393",73.0,"0,61972","0,14317","0,36331",data/raw/world_happiness_2016.csv
115,36,Qatar,Middle East and North Africa,"6,375",10,"0,7434",73.0,"0,93147","0,39511","0,95108",data/raw/world_happiness_2016.csv
116,29,Uruguay,Latin America and Caribbean,"6,545","9,98467","0,87168",73.0,"0,89382","0,22027","0,42346",data/raw/world_happiness_2016.csv
117,28,United Arab Emirates,Middle East and North Africa,"6,573","9,96966","0,73622",74.0,"0,92385","0,32439","0,70389",data/raw/world_happiness_2016.csv
118,109,Albania,Central and Eastern Europe,"4,655","9,77705","0,42394",74.0,"0,5237","0,20543","0,10493",data/raw/world_happiness_2016.csv
119,83,China,East Asia,"5,245","9,99912","0,67087",74.0,"0,72331","0,06049","0,05434",data/raw/world_happiness_2016.csv
120,14,Costa Rica,Latin America and Caribbean,"7,087","9,9324","0,86331",75.0,"0,90759","0,27513","0,20876",data/raw/world_happiness_2016.csv
121,93,Lebanon,Middle East and North Africa,"5,129","9,98855","0,54243",75.0,"0,43104","0,28904","0,06058",data/raw/world_happiness_2016.csv
122,27,Czech Republic,Western Europe,"6,596","9,97896","0,85183",75.0,"0,68067","0,12112","0,07889",data/raw/world_happiness_2016.csv
123,15,Puerto Rico,Latin America and Caribbean,"7,039","9,99959","0,91369",75.0,"0,76951","0,27085","0,24297",data/raw/world_happiness_2016.csv
124,13,United States,North America and ANZ,"7,104","9,97785","0,88553",75.0,"0,79153","0,50111","0,2943",data/raw/world_happiness_2016.csv
125,63,Slovenia,Western Europe,"5,768","9,92202","0,89256",76.0,"0,87371","0,31399","0,07195",data/raw/world_happiness_2016.csv
126,94,Portugal,Western Europe,"5,123","9,966","0,79752",76.0,"0,73505","0,14262","0,0301",data/raw/world_happiness_2016.csv
127,1,Denmark,Western Europe,"7,526","9,97766","0,98351",76.0,"0,95223","0,44126","0,8799",data/raw/world_happiness_2016.csv
128,35,Taiwan,East Asia,"6,379","9,95173","0,78279",76.0,"0,5321","0,31103","0,13124",data/raw/world_happiness_2016.csv
129,4,Norway,Western Europe,"7,498","9,70015","0,95237",76.0,"0,97963","0,46229","0,70814",data/raw/world_happiness_2016.csv
130,99,Greece,Western Europe,"5,033","9,97503","0,63784",76.0,"0,09568",0,"0,08169",data/raw/world_happiness_2016.csv
131,30,Malta,Western Europe,"6,488","9,98752","0,92861",76.0,"0,90379","0,68605","0,34747",data/raw/world_happiness_2016.csv
132,12,Austria,Western Europe,"7,119","9,98799","0,91597",77.0,"0,89329","0,40093","0,42257",data/raw/world_happiness_2016.csv
133,23,United Kingdom,Western Europe,"6,725","9,97265","0,91841",77.0,"0,82231","0,61188","0,54233",data/raw/world_happiness_2016.csv
134,5,Finland,Western Europe,"7,413","9,83367","0,95891",77.0,"0,93846","0,31099","0,81162",data/raw/world_happiness_2016.csv
135,7,Netherlands,Western Europe,"7,339","9,84579","0,86974",77.0,"0,90736","0,57844","0,59237",data/raw/world_happiness_2016.csv
136,19,Ireland,Western Europe,"6,907","9,94988","0,98167",77.0,"0,88759","0,54852","0,58894",data/raw/world_happiness_2016.csv
137,16,Germany,Western Europe,"6,994","9,97881","0,92772",77.0,"0,87868","0,3715","0,56513",data/raw/world_happiness_2016.csv
138,24,Chile,Latin America and Caribbean,"6,705","9,98816","0,76557",77.0,"0,62104","0,38544","0,22665",data/raw/world_happiness_2016.csv
139,18,Belgium,Western Europe,"6,929","9,98917","0,88948",77.0,"0,84396","0,29571","0,51954",data/raw/world_happiness_2016.csv
140,6,Canada,North America and ANZ,"7,404","9,99918","0,92634",77.0,"0,94284","0,54695","0,62012",data/raw/world_happiness_2016.csv
141,8,New Zealand,North America and ANZ,"7,334","9,82821","0,99115",78.0,"0,95561","0,60266","0,82945",data/raw/world_happiness_2016.csv
142,10,Sweden,Western Europe,"7,291","9,89265","0,91919",78.0,"0,95678","0,46667","0,80891",data/raw/world_happiness_2016.csv
143,32,France,Western Europe,"6,478","9,979","0,84942",78.0,"0,76521","0,14835","0,35249",data/raw/world_happiness_2016.csv
144,62,North Cyprus,Western Europe,"5,771","9,93374","0,69153",78.0,"0,71647","0,32111","0,32815",data/raw/world_happiness_2016.csv
145,20,Luxembourg,Western Europe,"6,871","9,15144","0,87892",78.0,"0,90176","0,33635","0,6993",data/raw/world_happiness_2016.csv
146,69,Cyprus,Western Europe,"5,546","9,93412","0,59748",78.0,"0,48492","0,34044","0,10348",data/raw/world_happiness_2016.csv
147,11,Israel,Middle East and North Africa,"7,267","9,95569","0,84121",78.0,"0,59874","0,39389","0,17276",data/raw/world_happiness_2016.csv
148,50,Italy,Western Europe,"5,977","9,95971","0,88034",78.0,"0,3094","0,20353","0,05059",data/raw/world_happiness_2016.csv
149,9,Australia,North America and ANZ,"7,313","9,97098","0,93365",78.0,"0,93407","0,57834","0,63995",data/raw/world_happiness_2016.csv
150,2,Switzerland,Western Europe,"7,509","9,64149","0,96787",79.0,"0,96235","0,34259","0,81557",data/raw/world_happiness_2016.csv
151,3,Iceland,Western Europe,"7,501","9,88557",1,79.0,"0,93058","0,58165","0,29641",data/raw/world_happiness_2016.csv
152,37,Spain,Western Europe,"6,361","9,88808","0,95452",79.0,"0,61702","0,2155","0,12148",data/raw/world_happiness_2016.csv
153,58,South Korea,East Asia,"5,835","9,98936","0,61012",80.0,"0,41362","0,22964","0,15272",data/raw/world_happiness_2016.csv
154,53,Japan,East Asia,"5,921","9,87032","0,89629",81.0,"0,76848","0,12473","0,37579",data/raw/world_happiness_2016.csv
155,22,Singapore,East Asia,"6,739","9,62602","0,73321",82.0,"0,8015","0,399","0,93005",data/raw/world_happiness_2016.csv
156,75,Hong Kong,East Asia,"5,458","9,86699","0,73543",82.0,"0,79014","0,48916","0,62641",data/raw/world_happiness_2016.csv
0,3,Iceland,Western Europe,"7,504","7,91458",1,71.0,"0,95277","0,56742","0,33066",data/raw/world_happiness_2017.csv
1,15,Ireland,Western Europe,"6,977","8,20897","0,9675",71.0,"0,87066","0,51053","0,64265",data/raw/world_happiness_2017.csv
2,2,Denmark,Western Europe,"7,522","7,92394","0,96309",70.0,"0,95102","0,42392","0,86316",data/raw/world_happiness_2017.csv
3,47,Uzbekistan,Commonwealth of Independent States,"5,971","4,20385","0,96175",62.0,1,"0,49636","0,53096",data/raw/world_happiness_2017.csv
4,8,New Zealand,North America and ANZ,"7,314","7,51407","0,96127",71.0,"0,93287","0,59661","0,82449",data/raw/world_happiness_2017.csv
5,5,Finland,Western Europe,"7,469","7,71648","0,95633",71.0,"0,93878","0,29291","0,82405",data/raw/world_happiness_2017.csv
6,1,Norway,Western Europe,"7,537","8,64065","0,95216",70.0,"0,96532","0,43196","0,68051",data/raw/world_happiness_2017.csv
7,34,Spain,Western Europe,"6,403","7,40017","0,95127",73.0,"0,62101","0,22687","0,15273",data/raw/world_happiness_2017.csv
8,4,Switzerland,Western Europe,"7,494","8,36545","0,94185",72.0,"0,942","0,34669","0,79044",data/raw/world_happiness_2017.csv
9,9,Australia,North America and ANZ,"7,284","7,9348","0,93758",72.0,"0,91395","0,57","0,64867",data/raw/world_happiness_2017.csv
10,70,Paraguay,Latin America and Caribbean,"5,493","4,98479","0,93587",64.0,"0,71934","0,26746","0,19613",data/raw/world_happiness_2017.csv
11,40,Slovakia,Central and Eastern Europe,"6,098","7,08477","0,93449",68.0,"0,4494","0,16293","0,05214",data/raw/world_happiness_2017.csv
12,19,United Kingdom,Western Europe,"6,714","7,70612","0,92915",71.0,"0,77203","0,58798","0,57166",data/raw/world_happiness_2017.csv
13,59,Turkmenistan,Commonwealth of Independent States,"5,822","6,04446","0,92709",60.0,"0,63543","0,29821","0,5584",data/raw/world_happiness_2017.csv
14,100,Mongolia,East Asia,"4,955","5,49099","0,92701",63.0,"0,59878","0,40386","0,07086",data/raw/world_happiness_2017.csv
15,27,Malta,Western Europe,"6,527","7,18037","0,92415",71.0,"0,89444","0,68577","0,32967",data/raw/world_happiness_2017.csv
16,7,Canada,North America and ANZ,"7,316","7,90695","0,91976",71.0,"0,92837","0,51969","0,61892",data/raw/world_happiness_2017.csv
17,10,Sweden,Western Europe,"7,284","7,9881","0,91779",71.0,"0,93114","0,45986","0,8279",data/raw/world_happiness_2017.csv
18,66,Estonia,Western Europe,"5,611","7,06063","0,91686",67.0,"0,72789","0,118","0,39467",data/raw/world_happiness_2017.csv
19,52,Lithuania,Western Europe,"5,902","7,02697","0,9149",65.0,"0,35584","0,01213","0,02556",data/raw/world_happiness_2017.csv
20,16,Germany,Western Europe,"6,951","7,95355","0,91428",70.0,"0,85456","0,40124","0,59601",data/raw/world_happiness_2017.csv
21,49,Russia,Commonwealth of Independent States,"5,963","6,85162","0,91227",63.0,"0,56784","0,06236","0,07099",data/raw/world_happiness_2017.csv
22,17,Belgium,Western Europe,"6,891","7,8245","0,90795",71.0,"0,82001","0,27623","0,54133",data/raw/world_happiness_2017.csv
23,13,Austria,Western Europe,"7,006","7,94914","0,90647",71.0,"0,86254","0,37762","0,47611",data/raw/world_happiness_2017.csv
24,18,Luxembourg,Western Europe,"6,863","9,31139","0,90501",72.0,"0,90639","0,33789","0,68669",data/raw/world_happiness_2017.csv
25,62,Slovenia,Central and Eastern Europe,"5,758","7,16929","0,90186",70.0,"0,86985","0,28953","0,0972",data/raw/world_happiness_2017.csv
26,46,Poland,Central and Eastern Europe,"5,973","6,90513","0,89764",68.0,"0,79049","0,18908","0,12773",data/raw/world_happiness_2017.csv
27,67,Belarus,Commonwealth of Independent States,"5,569","6,18227","0,89716",66.0,"0,44877","0,18511","0,33666",data/raw/world_happiness_2017.csv
28,48,Italy,Western Europe,"5,964","7,4572","0,89715",72.0,"0,3896","0,20617","0,06037",data/raw/world_happiness_2017.csv
29,24,Argentina,Latin America and Caribbean,"6,599","6,33588","0,89437",67.0,"0,75127","0,13061","0,12866",data/raw/world_happiness_2017.csv
30,51,Japan,East Asia,"5,92","7,57399","0,89182",74.0,"0,76814","0,14387","0,3527",data/raw/world_happiness_2017.csv
31,105,Bulgaria,Central and Eastern Europe,"4,714","6,20847","0,8906",68.0,"0,4394","0,13504","0,0238",data/raw/world_happiness_2017.csv
32,23,Czech Republic,Central and Eastern Europe,"6,609","7,23063","0,89029",69.0,"0,74584","0,10513","0,07941",data/raw/world_happiness_2017.csv
33,82,Venezuela,Latin America and Caribbean,"5,25","6,03192","0,88871",65.0,"0,23395","0,07758","0,1389",data/raw/world_happiness_2017.csv
34,22,Brazil,Latin America and Caribbean,"6,635","5,91925","0,88869",65.0,"0,66457","0,19372","0,23927",data/raw/world_happiness_2017.csv
35,6,Netherlands,Western Europe,"7,377","8,03919","0,88722",71.0,"0,88931","0,56139","0,60878",data/raw/world_happiness_2017.csv
36,32,Thailand,Southeast Asia,"6,424","6,02892","0,88527",66.0,"0,88143","0,68266","0,06809",data/raw/world_happiness_2017.csv
37,14,United States,North America and ANZ,"6,993","8,26538","0,88162",70.0,"0,76831","0,46843","0,29213",data/raw/world_happiness_2017.csv
38,12,Costa Rica,Latin America and Caribbean,"7,079","5,93183","0,87944",69.0,"0,88133","0,25608","0,2156",data/raw/world_happiness_2017.csv
39,28,Uruguay,Latin America and Caribbean,"6,454","6,50835","0,87685",68.0,"0,8802","0,20893","0,3835",data/raw/world_happiness_2017.csv
40,54,Latvia,Western Europe,"5,85","6,73921","0,87218",66.0,"0,49481","0,18265","0,15904",data/raw/world_happiness_2017.csv
